Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kristaps Porziņģis,C,28,BOS,23,23,30.6,6.8,12.9,.527,1.7,5.4,.323,5.0,7.5,.674,.595,4.7,5.7,.831,1.5,5.7,7.2,1.7,0.8,1.7,1.6,3.0,20.0
Micah Potter,PF,25,UTA,2,0,3.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight Powell,C,32,DAL,31,3,14.5,1.6,2.2,.731,0.0,0.1,.500,1.5,2.1,.738,.739,1.4,1.7,.815,1.5,1.9,3.4,1.4,0.5,0.4,0.4,1.9,4.6
Norman Powell,SG,30,LAC,32,0,25.6,4.7,9.2,.505,1.9,4.3,.449,2.7,4.9,.554,.610,2.1,2.4,.882,0.2,2.2,2.3,1.0,0.6,0.4,0.9,2.0,13.3
Joshua Primo,SG,21,LAC,1,0,5.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0
Taurean Prince,PF,29,LAL,32,32,30.9,3.6,8.3,.436,2.2,5.5,.401,1.4,2.8,.506,.570,0.6,0.8,.760,0.3,2.6,2.8,1.8,0.9,0.5,1.0,2.3,10.1
Payton Pritchard,PG,26,BOS,32,0,20.5,2.7,6.5,.413,1.7,4.3,.381,1.0,2.2,.478,.541,0.4,0.6,.650,1.0,2.2,3.2,3.0,0.4,0.1,0.6,1.3,7.4
Olivier-Maxence Prosper,PF,21,DAL,21,0,9.1,0.9,2.5,.340,0.3,1.3,.214,0.6,1.2,.480,.396,0.8,1.1,.696,0.6,1.4,2.0,0.7,0.1,0.0,0.2,0.6,2.8
Trevelin Queen,SG,26,ORL,1,0,1.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Neemias Queta,C,24,BOS,12,0,14.5,2.2,3.8,.578,0.0,0.0,,2.2,3.8,.578,.578,1.0,1.3,.750,2.3,3.0,5.3,0.6,0.5,0.3,0.4,2.2,5.3
Immanuel Quickley,SG-PG,24,TOT,31,1,24.1,5.1,11.2,.451,2.1,5.4,.395,2.9,5.8,.503,.546,2.7,3.1,.866,0.2,2.5,2.7,2.5,0.6,0.1,1.0,1.5,15.0
Immanuel Quickley,SG,24,NYK,30,0,24.0,5.1,11.2,.454,2.1,5.4,.395,2.9,5.8,.509,.549,2.7,3.1,.872,0.2,2.4,2.6,2.5,0.5,0.1,1.0,1.5,15.0
Immanuel Quickley,PG,24,TOR,1,1,28.0,5.0,13.0,.385,2.0,5.0,.400,3.0,8.0,.375,.462,2.0,3.0,.667,0.0,6.0,6.0,3.0,2.0,0.0,0.0,4.0,14.0
Lester Quinones,SG,23,GSW,4,0,4.3,0.8,2.3,.333,0.5,1.5,.333,0.3,0.8,.333,.444,0.0,0.0,,0.0,0.8,0.8,0.3,0.0,0.0,0.5,0.8,2.0
Julius Randle,PF,29,NYK,33,33,35.6,8.7,18.3,.474,1.4,5.0,.283,7.2,13.2,.547,.513,5.3,6.9,.763,2.2,7.4,9.6,4.7,0.5,0.2,3.4,2.8,24.0
Duop Reath,C,27,POR,20,4,15.3,3.0,6.8,.441,1.4,3.9,.359,1.6,2.9,.552,.544,1.2,1.3,.923,1.2,1.9,3.1,1.0,0.6,0.4,0.7,2.0,8.6
Austin Reaves,SG,25,LAL,34,9,29.4,5.2,11.0,.477,1.6,4.6,.357,3.6,6.4,.565,.552,2.9,3.4,.877,1.0,3.5,4.4,4.9,0.9,0.1,2.3,1.6,15.1
Cam Reddish,SF,24,LAL,27,20,24.6,2.4,6.2,.393,0.8,2.7,.297,1.6,3.5,.468,.458,1.2,1.4,.868,0.6,2.0,2.7,1.6,1.3,0.3,0.7,1.7,6.9
Paul Reed,C,24,PHI,32,5,15.2,2.3,4.2,.564,0.2,0.5,.375,2.2,3.7,.590,.586,0.6,0.8,.741,1.9,2.6,4.5,1.3,0.7,0.7,0.9,2.3,5.5
Naz Reid,C,24,MIN,32,0,22.1,4.7,9.4,.502,1.9,4.7,.397,2.8,4.7,.607,.601,1.3,1.4,.913,1.0,3.4,4.4,1.0,0.7,0.6,1.4,2.0,12.6
Jared Rhoden,SG,24,DET,5,0,6.0,1.0,1.8,.556,0.2,0.8,.250,0.8,1.0,.800,.611,0.4,0.4,1.000,0.2,0.6,0.8,0.6,0.0,0.0,0.4,0.8,2.6
Nick Richards,C,26,CHO,25,12,23.2,3.5,5.0,.702,0.0,0.0,,3.5,5.0,.702,.702,2.0,2.6,.773,2.3,4.8,7.0,0.7,0.4,1.2,0.9,2.6,9.0
Josh Richardson,SG,30,MIA,24,4,27.8,3.6,8.3,.437,1.5,4.5,.327,2.2,3.8,.565,.525,1.3,1.5,.914,0.5,2.3,2.7,3.0,0.6,0.3,1.0,1.7,10.0
Duncan Robinson,SF,29,MIA,31,16,29.2,5.0,10.5,.479,3.1,7.0,.444,1.9,3.5,.545,.626,1.5,1.7,.865,0.3,2.5,2.8,3.1,0.5,0.2,1.2,2.3,14.6
Jerome Robinson,SG,26,GSW,4,0,3.3,0.0,1.3,.000,0.0,0.8,.000,0.0,0.5,.000,.000,0.8,1.0,.750,0.3,0.3,0.5,0.0,0.0,0.3,0.0,0.0,0.8
Mitchell Robinson,C,25,NYK,21,21,29.2,2.8,4.7,.592,0.0,0.0,,2.8,4.7,.592,.592,0.7,1.8,.368,5.3,5.0,10.3,0.7,1.5,1.3,1.0,1.9,6.2
Orlando Robinson,C,23,MIA,14,7,15.2,2.2,4.2,.525,0.5,0.9,.583,1.7,3.4,.511,.585,0.8,1.1,.688,1.3,2.9,4.2,1.7,0.4,0.5,0.9,2.0,5.7
Jeremiah Robinson-Earl,PF,23,NOP,13,1,11.8,1.8,3.2,.548,0.5,1.2,.438,1.2,2.0,.615,.631,0.5,0.5,1.000,0.8,1.9,2.7,0.7,0.3,0.1,0.5,0.9,4.5
David Roddy,PF,22,MEM,30,8,23.2,3.0,7.5,.406,1.0,3.3,.290,2.1,4.1,.500,.471,0.9,1.4,.683,0.9,3.0,3.9,1.3,0.6,0.3,0.9,1.3,8.0
Ryan Rollins,PG,21,WAS,10,0,6.6,1.3,2.5,.520,0.2,0.3,.667,1.1,2.2,.500,.560,1.3,1.7,.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1
Derrick Rose,PG,35,MEM,16,7,18.5,3.4,7.8,.435,0.7,2.0,.344,2.7,5.8,.467,.480,1.2,1.3,.905,0.4,1.4,1.9,3.4,0.4,0.1,1.4,1.1,8.6
Terry Rozier,SG,29,CHO,20,20,35.8,8.7,18.8,.463,2.7,7.3,.370,6.0,11.5,.522,.535,3.5,4.1,.854,0.6,3.3,3.9,7.2,1.2,0.4,2.4,1.8,23.6
Rayan Rupert,SG,19,POR,8,0,4.5,0.1,1.6,.077,0.1,0.8,.167,0.0,0.9,.000,.115,0.3,0.5,.500,0.1,0.0,0.1,0.5,0.3,0.0,0.3,0.1,0.6
D'Angelo Russell,PG,27,LAL,32,28,29.1,5.6,12.0,.466,2.0,5.2,.388,3.6,6.8,.525,.549,1.6,2.1,.773,0.3,2.7,2.9,6.1,0.8,0.5,1.8,2.0,14.8
Matt Ryan,SF,26,NOP,13,1,22.9,2.9,6.4,.458,2.5,5.2,.471,0.5,1.2,.400,.651,1.0,1.1,.929,0.4,1.9,2.3,1.1,0.4,0.1,1.2,1.8,9.3
Domantas Sabonis,C,27,SAC,31,31,34.7,7.6,12.9,.593,0.4,1.2,.351,7.2,11.7,.617,.609,3.7,5.6,.661,3.2,9.1,12.3,7.5,0.8,0.6,2.9,3.2,19.4
Luka Šamanić,PF,24,UTA,15,0,6.5,1.3,3.3,.380,0.3,1.3,.263,0.9,2.1,.452,.430,0.3,0.3,1.000,0.3,1.7,2.1,0.2,0.1,0.1,0.4,0.7,3.1
Jermaine Samuels,SF,25,HOU,6,0,6.3,0.8,1.2,.714,0.0,0.3,.000,0.8,0.8,1.000,.714,0.3,0.3,1.000,0.2,1.2,1.3,0.3,0.2,0.2,0.0,0.5,2.0
Adama Sanogo,PF,21,CHI,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gui Santos,PF,21,GSW,4,0,5.5,1.0,1.8,.571,0.3,0.8,.333,0.8,1.0,.750,.643,1.0,1.0,1.000,1.0,1.0,2.0,0.3,0.0,0.0,0.5,0.8,3.3
Dario Šarić,C,29,GSW,32,4,20.5,3.6,7.8,.468,1.5,3.9,.389,2.1,3.8,.549,.567,1.7,2.0,.857,1.6,4.2,5.8,2.1,0.6,0.2,1.2,2.3,10.5
Olivier Sarr,C,24,OKC,8,0,8.4,0.8,1.4,.545,0.3,0.6,.400,0.5,0.8,.667,.636,0.8,1.0,.750,0.8,2.5,3.3,0.3,0.0,0.6,0.3,1.8,2.5
Marcus Sasser,PG,23,DET,30,0,15.9,2.8,5.8,.486,1.2,2.8,.429,1.6,3.0,.539,.590,0.6,0.7,.857,0.1,1.5,1.6,2.3,0.6,0.2,0.8,1.4,7.4
Admiral Schofield,PF,26,ORL,9,0,3.2,0.3,1.1,.300,0.1,0.7,.167,0.2,0.4,.500,.350,0.0,0.2,.000,0.0,0.6,0.6,0.2,0.0,0.0,0.4,0.7,0.8
Dennis Schröder,PG,30,TOR,33,30,32.1,5.2,11.9,.436,1.6,4.6,.358,3.5,7.3,.485,.505,2.5,2.9,.856,0.5,2.2,2.7,7.0,1.0,0.1,1.7,2.2,14.5
Dereon Seabron,SG,23,NOP,5,0,10.4,0.8,2.6,.308,0.2,0.4,.500,0.6,2.2,.273,.346,1.0,1.2,.833,0.2,1.2,1.4,0.8,0.4,0.2,0.0,0.8,2.8
Alperen Şengün,C,21,HOU,31,31,31.9,8.4,15.4,.544,0.7,2.2,.309,7.7,13.2,.583,.566,3.8,5.2,.728,2.6,6.5,9.1,5.3,1.1,0.8,2.5,3.3,21.3
Brice Sensabaugh,SF,20,UTA,2,0,2.5,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
Collin Sexton,SG,25,UTA,34,11,23.5,5.2,11.2,.466,1.3,3.8,.341,3.9,7.4,.530,.524,3.8,4.4,.878,0.9,1.9,2.8,3.7,0.6,0.2,1.8,2.0,15.6
Landry Shamet,SG,26,WAS,20,0,16.1,2.8,6.2,.452,1.3,3.6,.366,1.5,2.7,.566,.556,0.3,0.6,.500,0.1,1.1,1.2,1.4,0.6,0.2,0.6,1.7,7.2
Day'Ron Sharpe,C,22,BRK,33,1,16.0,2.9,5.1,.575,0.0,0.2,.143,2.9,4.8,.594,.578,1.3,2.2,.595,2.8,4.2,6.9,1.4,0.5,0.9,1.1,2.3,7.2
Shaedon Sharpe,SG,20,POR,27,25,34.4,5.6,13.7,.407,2.0,5.7,.348,3.6,8.0,.449,.480,3.2,3.9,.827,1.3,3.9,5.2,3.2,0.9,0.3,2.5,2.9,16.4
Ben Sheppard,SG,22,IND,13,0,7.0,1.2,2.6,.441,0.5,1.6,.333,0.6,1.0,.615,.544,0.3,0.5,.667,0.2,0.5,0.6,0.6,0.3,0.0,0.1,0.8,3.2
Pascal Siakam,PF,29,TOR,33,33,35.1,8.5,16.4,.518,1.1,3.7,.285,7.4,12.7,.586,.550,4.3,5.8,.749,1.5,5.1,6.5,5.0,0.8,0.2,2.2,2.3,22.4
Ben Simmons,PG,27,BRK,6,6,31.8,3.2,6.0,.528,0.0,0.0,,3.2,6.0,.528,.528,0.2,0.7,.250,2.7,8.2,10.8,6.7,0.5,0.8,2.5,2.7,6.5
Anfernee Simons,SG,24,POR,11,11,34.2,9.5,20.7,.456,3.8,9.5,.400,5.6,11.2,.504,.548,4.4,4.7,.923,0.6,2.5,3.1,5.3,0.9,0.1,2.4,2.0,27.1
Jericho Sims,C,25,NYK,14,5,7.4,0.7,1.1,.667,0.0,0.0,,0.7,1.1,.667,.667,0.2,0.4,.600,0.4,1.3,1.7,0.2,0.1,0.1,0.1,1.0,1.6
Dmytro Skapintsev,C,25,NYK,2,0,1.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Slawson,SF,24,SAC,5,0,3.8,0.4,0.6,.667,0.0,0.2,.000,0.4,0.4,1.000,.667,0.0,0.0,,0.0,0.8,0.8,0.4,0.0,0.2,0.4,0.6,0.8
Javonte Smart,PG,24,PHI,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Smart,PG,29,MEM,15,15,29.6,4.8,11.2,.429,1.7,6.0,.289,3.1,5.2,.590,.506,2.1,2.6,.795,0.3,2.0,2.3,4.5,2.3,0.3,3.1,2.8,13.4
Dennis Smith Jr.,PG,26,BRK,19,1,18.6,2.7,6.7,.409,0.5,1.8,.257,2.3,4.8,.467,.445,1.0,1.2,.826,0.7,2.3,3.0,3.7,0.9,0.2,1.1,2.4,6.9
Dru Smith,SG,26,MIA,9,0,14.6,1.7,3.7,.455,0.8,1.9,.412,0.9,1.8,.500,.561,0.2,0.2,1.000,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3
Ish Smith,PG,35,CHO,25,2,16.8,1.8,3.6,.505,0.1,0.2,.500,1.8,3.5,.506,.516,0.1,0.1,1.000,0.3,1.3,1.6,3.2,0.3,0.1,1.3,1.1,3.8
Jabari Smith Jr.,PF,20,HOU,30,30,30.3,5.0,10.2,.490,1.7,4.4,.379,3.3,5.8,.575,.572,1.8,2.2,.821,1.9,6.6,8.5,1.5,0.6,0.8,1.2,3.0,13.5
Jalen Smith,C,23,IND,20,4,16.0,3.9,5.9,.667,1.2,2.1,.561,2.8,3.8,.724,.765,1.3,1.9,.658,1.4,3.8,5.2,0.9,0.3,0.4,1.0,2.4,10.2
Nick Smith Jr.,SG,19,CHO,16,0,12.3,2.4,5.3,.452,1.3,2.8,.477,1.1,2.5,.425,.577,0.1,0.1,1.000,0.4,0.7,1.1,0.8,0.1,0.3,0.6,1.1,6.2
Jeremy Sochan,PF,20,SAS,32,31,29.1,4.2,9.8,.433,0.9,2.4,.372,3.3,7.3,.453,.479,1.5,2.0,.762,1.5,4.0,5.6,4.1,0.6,0.3,2.1,2.6,10.8
Jaden Springer,SG,21,PHI,19,0,9.1,1.2,3.1,.379,0.3,0.9,.294,0.9,2.2,.415,.422,0.6,0.8,.750,0.7,0.6,1.4,0.9,0.5,0.4,0.8,1.3,3.2
Lamar Stevens,PF,26,BOS,12,1,5.0,1.0,1.8,.545,0.2,0.5,.333,0.8,1.3,.625,.591,0.3,0.3,.750,0.5,0.7,1.2,0.5,0.3,0.3,0.3,0.8,2.4
Isaiah Stewart,PF,22,DET,28,28,30.7,3.9,8.2,.472,1.4,3.5,.398,2.5,4.7,.527,.557,1.3,1.7,.745,1.9,5.2,7.0,1.7,0.3,0.6,1.5,2.6,10.4
Julian Strawther,SF,21,DEN,32,0,14.0,2.2,5.8,.386,1.2,3.6,.325,1.1,2.2,.486,.486,0.5,0.7,.696,0.1,1.4,1.5,1.1,0.5,0.2,0.5,1.5,6.1
Max Strus,SF,27,CLE,33,33,34.8,4.9,12.4,.394,2.8,8.3,.339,2.1,4.1,.504,.507,1.2,1.5,.796,0.7,4.4,5.1,3.9,1.0,0.6,1.7,2.9,13.8
Jalen Suggs,SG,22,ORL,28,28,26.5,4.5,9.7,.465,1.7,4.8,.353,2.8,4.9,.572,.552,2.0,2.5,.797,0.6,2.8,3.4,2.5,1.5,0.7,2.0,2.8,12.6
Cole Swider,SF,24,MIA,5,0,6.6,1.6,3.2,.500,1.0,2.4,.417,0.6,0.8,.750,.656,0.0,0.0,,0.2,0.2,0.4,0.6,0.2,0.2,0.2,0.2,4.2
Jae'Sean Tate,SF,28,HOU,29,3,18.5,2.1,4.3,.492,0.5,1.6,.319,1.6,2.7,.597,.552,0.5,0.8,.682,1.0,2.5,3.5,1.0,0.8,0.2,0.5,2.6,5.2
Jayson Tatum,PF,25,BOS,30,30,36.8,9.3,19.6,.474,3.0,8.7,.346,6.3,10.9,.575,.550,5.4,6.7,.806,0.9,7.5,8.4,4.4,1.0,0.5,2.9,2.1,26.9
Terry Taylor,PF,24,CHI,11,0,5.0,0.7,0.8,.889,0.0,0.1,.000,0.7,0.7,1.000,.889,0.0,0.0,,0.5,0.4,0.9,0.2,0.2,0.0,0.1,0.5,1.5
Garrett Temple,SG,37,TOR,6,0,3.2,0.7,0.8,.800,0.2,0.2,1.000,0.5,0.7,.750,.900,0.3,0.3,1.000,0.0,0.3,0.3,0.5,0.2,0.0,0.0,0.0,1.8
Dalen Terry,SG,21,CHI,18,0,9.4,0.7,1.7,.400,0.2,0.9,.176,0.5,0.7,.692,.450,0.4,0.6,.700,0.3,1.2,1.5,0.9,0.2,0.3,0.4,0.9,1.9
Daniel Theis,C,31,TOT,22,0,16.5,2.8,5.4,.517,0.5,1.0,.455,2.3,4.4,.531,.559,1.0,1.4,.742,1.5,1.9,3.4,0.7,0.4,0.8,0.7,2.4,7.0
Daniel Theis,C,31,IND,1,0,8.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Daniel Theis,C,31,LAC,21,0,16.9,2.9,5.4,.526,0.5,1.0,.476,2.4,4.4,.538,.570,1.1,1.5,.742,1.5,2.0,3.5,0.8,0.4,0.9,0.7,2.5,7.3
Cam Thomas,SG,22,BRK,24,20,29.9,8.3,18.6,.448,2.1,5.7,.365,6.3,12.9,.485,.504,3.6,4.5,.806,0.3,2.3,2.6,2.3,0.6,0.4,1.7,2.2,22.4
Amen Thompson,SF,21,HOU,12,0,15.3,2.0,4.5,.444,0.3,1.4,.176,1.8,3.1,.568,.472,0.9,1.5,.611,0.8,2.5,3.3,1.8,0.7,0.2,1.0,1.8,5.2
Ausar Thompson,SF,21,DET,33,24,25.3,3.7,8.1,.462,0.3,1.8,.153,3.5,6.3,.551,.479,1.3,1.9,.698,2.3,4.8,7.1,2.2,0.8,1.1,1.6,3.1,9.1
Klay Thompson,SF,33,GSW,31,31,30.2,5.8,13.9,.416,3.2,8.4,.377,2.6,5.5,.476,.530,2.0,2.2,.899,0.5,3.2,3.7,2.1,0.5,0.5,1.7,1.9,16.7
Tristan Thompson,PF,32,CLE,28,0,11.3,1.5,2.1,.683,0.0,0.0,,1.5,2.1,.683,.683,0.3,1.0,.333,1.7,1.9,3.6,0.9,0.2,0.3,0.5,1.3,3.3
JT Thor,PF,21,CHO,25,1,14.8,1.2,3.2,.383,0.5,1.7,.310,0.7,1.6,.462,.463,0.1,0.3,.429,0.8,1.6,2.4,0.4,0.2,0.4,0.2,1.1,3.1
Matisse Thybulle,SF,26,POR,32,13,23.8,2.1,4.9,.424,1.5,3.9,.373,0.6,1.0,.625,.573,0.3,0.4,.750,0.5,1.7,2.2,1.1,1.7,0.9,0.6,1.2,5.9
Xavier Tillman Sr.,C,25,MEM,20,6,20.0,2.5,6.5,.380,0.5,2.0,.256,2.0,4.5,.433,.419,0.4,1.0,.350,1.5,3.1,4.6,1.5,1.2,1.0,0.9,1.6,5.8
Jacob Toppin,SF,23,NYK,3,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0
Obi Toppin,PF,25,IND,32,27,23.9,4.6,7.8,.586,1.3,3.3,.381,3.3,4.5,.736,.667,1.2,1.5,.755,1.1,2.8,3.9,1.3,0.5,0.6,0.8,2.2,11.5
Juan Toscano-Anderson,SF,30,SAC,6,0,3.2,0.2,0.5,.333,0.0,0.2,.000,0.2,0.3,.500,.333,0.0,0.0,,0.2,0.7,0.8,0.5,0.2,0.0,0.2,0.7,0.3
Karl-Anthony Towns,PF,28,MIN,31,31,32.8,7.7,15.1,.509,1.9,4.6,.413,5.8,10.5,.551,.572,4.1,4.6,.895,1.6,7.5,9.2,2.9,0.8,0.5,3.0,3.5,21.4
Gary Trent Jr.,SG,25,TOR,30,5,26.0,4.2,10.4,.399,2.2,5.8,.382,2.0,4.7,.421,.505,0.9,1.4,.651,0.3,2.1,2.4,1.7,0.8,0.1,0.6,1.0,11.5
Oscar Tshiebwe,PF,24,IND,3,0,5.7,1.3,2.7,.500,0.0,0.0,,1.3,2.7,.500,.500,1.0,1.3,.750,0.7,1.0,1.7,0.7,0.0,0.0,0.0,0.3,3.7
P.J. Tucker,PF,38,TOT,15,3,15.9,0.4,1.3,.316,0.3,1.1,.313,0.1,0.2,.333,.447,0.2,0.2,1.000,1.1,1.8,2.9,0.5,0.6,0.2,0.3,2.3,1.3
P.J. Tucker,PF,38,PHI,3,3,22.0,0.7,1.7,.400,0.7,1.7,.400,0.0,0.0,,.600,0.0,0.0,,0.3,4.3,4.7,0.0,1.0,0.7,0.7,3.0,2.0
P.J. Tucker,PF,38,LAC,12,0,14.4,0.3,1.2,.286,0.3,0.9,.273,0.1,0.3,.333,.393,0.3,0.3,1.000,1.3,1.2,2.4,0.7,0.5,0.1,0.2,2.2,1.2
Myles Turner,C,27,IND,31,31,27.5,6.2,11.8,.525,1.5,4.0,.360,4.7,7.8,.610,.586,3.7,4.5,.823,1.7,5.6,7.4,1.1,0.5,2.2,1.4,3.2,17.6
Hunter Tyson,PF,23,DEN,8,0,2.5,0.1,0.5,.250,0.0,0.4,.000,0.1,0.1,1.000,.250,0.0,0.0,,0.0,0.6,0.6,0.1,0.0,0.0,0.0,0.6,0.3
Stanley Umude,SG,24,DET,15,0,10.3,1.3,2.9,.455,0.9,1.8,.519,0.4,1.1,.353,.614,1.4,1.5,.913,0.2,1.7,1.9,0.5,0.3,0.3,0.7,1.6,5.0
Jonas Valančiūnas,C,31,NOP,33,33,27.6,5.7,10.0,.568,0.7,1.9,.355,5.0,8.1,.618,.602,2.4,3.0,.800,2.4,7.2,9.7,2.4,0.6,1.3,1.5,3.2,14.4
Jarred Vanderbilt,PF,24,LAL,13,5,17.8,1.2,3.4,.341,0.1,1.1,.071,1.1,2.3,.467,.352,0.2,0.3,.750,1.2,2.8,4.1,0.8,0.7,0.2,0.3,1.9,2.6
Fred VanVleet,PG,29,HOU,30,30,37.4,5.7,14.2,.402,3.0,7.6,.390,2.7,6.6,.416,.507,3.0,3.4,.874,0.3,3.6,3.9,8.5,1.1,0.5,1.7,1.9,17.4
Devin Vassell,SG,23,SAS,27,21,30.2,6.7,14.5,.463,2.6,7.1,.365,4.1,7.4,.558,.552,2.3,2.9,.818,0.4,3.0,3.4,3.0,1.2,0.2,1.3,1.1,18.3
Sasha Vezenkov,PF,28,SAC,27,0,12.9,2.0,4.6,.427,1.1,2.9,.367,0.9,1.7,.533,.544,0.2,0.3,.750,0.7,1.9,2.6,0.5,0.5,0.2,0.3,1.0,5.2
Gabe Vincent,PG,27,LAL,5,0,25.4,2.4,6.4,.375,0.4,3.4,.118,2.0,3.0,.667,.406,0.2,0.4,.500,0.4,0.6,1.0,3.0,1.2,0.0,0.4,2.4,5.4
Nikola Vučević,C,33,CHI,31,31,34.0,7.0,15.5,.452,1.1,3.9,.281,5.9,11.6,.510,.488,1.6,1.8,.875,2.7,7.6,10.4,3.4,0.8,0.7,1.7,2.6,16.7
Dean Wade,PF,27,CLE,26,19,22.1,1.8,4.5,.405,1.4,3.8,.370,0.4,0.6,.625,.565,0.4,0.5,.786,1.1,3.7,4.8,0.8,0.9,0.3,0.5,2.2,5.5
Franz Wagner,SF,22,ORL,32,32,34.2,7.8,16.8,.465,1.4,4.9,.287,6.4,11.9,.538,.507,4.2,4.9,.847,1.1,4.9,6.0,4.0,1.2,0.4,1.8,2.3,21.2
Moritz Wagner,C,26,ORL,32,0,18.5,4.4,7.3,.601,0.5,1.6,.314,3.9,5.7,.681,.635,1.9,2.4,.782,1.5,2.8,4.4,1.2,0.4,0.3,1.3,2.3,11.2
Ish Wainright,SF,29,POR,6,0,4.8,0.5,2.2,.231,0.5,1.8,.273,0.0,0.3,.000,.346,0.3,0.3,1.000,0.0,0.7,0.7,0.0,0.2,0.2,0.2,0.7,1.8
Jabari Walker,SF,21,POR,32,0,18.9,2.9,6.0,.487,0.5,1.8,.271,2.4,4.2,.582,.528,1.8,2.3,.760,1.8,3.6,5.5,0.7,0.7,0.4,0.9,2.3,8.2
Jarace Walker,PF,20,IND,9,0,9.4,1.3,3.1,.429,0.3,1.2,.273,1.0,1.9,.529,.482,0.3,0.3,1.000,0.1,1.2,1.3,1.2,0.4,0.3,0.3,1.2,3.3
Lonnie Walker IV,SG,25,BRK,17,0,21.3,5.2,10.6,.489,2.6,5.6,.463,2.6,5.0,.518,.611,1.7,2.2,.763,0.2,2.5,2.6,1.6,0.6,0.4,1.5,0.9,14.6
Cason Wallace,SG,20,OKC,31,6,21.7,2.6,5.0,.532,1.0,2.3,.431,1.6,2.6,.622,.633,0.5,0.5,.824,0.5,1.7,2.2,1.5,0.6,0.5,0.5,1.7,6.7
P.J. Washington,PF,25,CHO,28,13,29.4,5.0,11.8,.422,1.8,5.8,.309,3.2,6.0,.533,.498,1.6,2.1,.763,1.3,4.1,5.4,2.3,0.9,0.8,1.5,2.6,13.3
TyTy Washington Jr.,PG,22,MIL,2,0,3.0,0.5,1.5,.333,0.5,1.0,.500,0.0,0.5,.000,.500,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,1.5
Yuta Watanabe,SF,29,PHO,22,0,15.8,1.4,4.0,.345,1.0,3.2,.329,0.3,0.8,.412,.477,0.4,0.6,.692,0.5,1.4,1.9,0.5,0.3,0.3,0.6,1.4,4.2
Lindy Waters III,SG,26,OKC,11,0,6.7,1.0,2.3,.440,0.9,2.2,.417,0.1,0.1,1.000,.640,0.0,0.0,,0.1,0.5,0.6,0.5,0.0,0.1,0.0,0.5,2.9
Trendon Watford,PF,23,BRK,23,0,13.5,2.6,4.8,.541,0.3,0.9,.300,2.3,4.0,.593,.568,0.9,1.0,.875,0.8,2.4,3.2,1.8,0.5,0.3,1.0,1.7,6.4
Peyton Watson,SF,21,DEN,33,2,17.7,2.6,5.0,.512,0.6,1.8,.345,2.0,3.3,.602,.572,0.8,1.3,.651,0.5,2.1,2.6,1.1,0.5,0.9,0.6,1.7,6.6
Victor Wembanyama,PF,20,SAS,28,28,29.5,7.0,15.8,.442,1.4,4.9,.290,5.6,10.9,.511,.488,3.4,4.3,.793,2.2,8.1,10.3,3.0,1.3,3.1,3.3,2.3,18.9
Blake Wesley,SG,20,SAS,11,0,6.3,0.6,1.7,.368,0.0,0.3,.000,0.6,1.5,.438,.368,0.5,0.9,.500,0.3,0.4,0.6,1.9,0.3,0.1,0.2,0.7,1.7
Russell Westbrook,PG,35,LAC,32,10,23.9,4.6,9.9,.468,0.7,2.3,.284,4.0,7.6,.525,.502,1.5,2.3,.635,1.6,4.9,6.5,4.7,1.1,0.5,2.3,2.0,11.4
Coby White,PG,23,CHI,34,34,35.0,6.3,14.3,.442,2.9,7.3,.391,3.5,7.0,.496,.542,2.2,2.6,.822,0.5,3.8,4.3,4.8,0.7,0.2,2.0,2.5,17.7
